old_slug,new_slug,old_title,new_title,method,score
2024-staff-p-129,2024-staff-4-6-2,나. 상담,생활지도 나. 상담,title+containment,0.975
2024-staff-p-130,2024-staff-4-6-3,다. 생활지도,다. 생활지도,title+containment,0.973
2024-staff-p-131,2024-staff-4-7-1,가. 업무 환경의 접근성 개선,가. 업무 환경의 접근성 개선,title,1.000
2024-staff-p-132,2024-staff-4-7-2,나. 업무 수행 방식의 조정,나. 업무 수행 방식의 조정,title,0.992
2024-staff-p-133,2024-staff-4-8-1,가. 전화 걸기 및 받기,가. 전화 걸기 및 받기,title,1.000
2024-staff-p-134,2024-staff-4-8-2,나. 전화 응대,나. 전화 응대,title,1.000
2024-staff-p-135,2024-staff-4-8-4,다. 전화 기록 및 전달,라. 보조 기술 활용,subheading,1.000
2024-staff-p-136,2024-staff-4-8-4,라. 보조 기술 활용,라. 보조 기술 활용,title,0.990
2024-staff-p-137,2024-staff-4-9-1,가. 외부 연수 시 그룹 활동 지원,가. 외부 연수 시 그룹 활동 지원,title,1.000
2024-staff-p-138,2024-staff-4-9-2,나. 연수 내용 및 자료 정보 전달,나. 연수 내용 및 자료 정보 전달,title,1.000
2024-staff-p-139,2024-staff-4-9-3,다. 외부 연수 시 이동 및 활동 지원,다. 외부 연수 시 이동 및 활동 지원,title,0.989
2024-staff-p-140,2024-staff-4-10-1,가. 물리적 접근 지원,가. 물리적 접근 지원,title,0.835
2024-staff-p-145,2024-staff-5-1-3,다. 지원 기자재 여건 확인,다. 지원 기자재 여건 확인,title,0.958
2024-staff-p-146,2024-staff-5-1-4,라. 갑작스러운 상황을 예상하여 대처 방안 논의,라. 갑작스러운 상황을 예상하여 대처 방안 논의,title,0.978
2024-staff-p-147,2024-staff-5-2-1,가. 출석 확인 및 수업 전 라포 형성,가. 출석 확인 및 수업 전 라포 형성,title,0.980
2024-staff-p-148,2024-staff-5-2-2,나. 교수 활동 지원 과정에서 소통 지원,나. 교수 활동 지원 과정에서 소통 지원,title,1.000
2024-staff-p-149,2024-staff-5-2-2,▎ 청각장애인교원의 교수 활동 지원 예시,나. 교수 활동 지원 과정에서 소통 지원,containment,0.957
2024-staff-p-150,2024-staff-5-2-3,다. 학습 활동 지원,청각장애인교원 지원 방안 다. 학습 활동 지원,title+containment,1.000
2024-staff-p-152,2024-staff-5-3-1,가. 평가 유형별 지원내용,가. 평가 유형별 지원내용,title+containment,0.986
2024-staff-p-153,2024-staff-5-3-2,나. 평가기록 입력(생활기록부),나. 평가기록 입력(생활기록부),title,1.000
2024-staff-p-154,2024-staff-5-4-1,가. 자율 활동,청각장애인교원 지원 방안 가. 자율 활동,title+containment,1.000
2024-staff-p-155,2024-staff-5-4-2,나. 봉사 활동,청각장애인교원 지원 방안 나. 봉사 활동,title+containment,0.976
2024-staff-p-158,2024-staff-5-4-3,다. 동아리 활동,청각장애인교원 지원 방안 다. 동아리 활동,title+containment,0.757
2024-staff-p-159,2024-staff-5-4-5,마. 비교과 활동 내용 입력 (학교생활기록부),청각장애인교원 지원 방안 마. 비교과 활동 내용 입력 (학교생활기록부),title+containment,0.542
2024-staff-p-160,2024-staff-5-5-1,가. 전반적인 학생 생활지도,가. 전반적인 학생 생활지도,title,0.972
2024-staff-p-161,2024-staff-5-5-2,나. 부적응 학생 지도,나. 부적응 학생 지도,title,1.000
2024-staff-p-162,2024-staff-5-6-1,가. 상담,가. 상담,title+containment,0.809
2024-staff-p-163,2024-staff-5-6-2,나. 라포 형성 지원,나. 라포 형성 지원,title,1.000
2024-staff-p-164,2024-staff-5-7-1,가. 비장애인교원과의 대면소통 지원,가. 비장애인교원과의 대면소통 지원,title,0.972
2024-staff-p-165,2024-staff-5-7-2,지원 예시,나. 비장애인교원과의 전화 소통 지원,containment,0.924
2024-staff-p-166,2024-staff-5-7-2,지원 예시,나. 비장애인교원과의 전화 소통 지원,containment,0.946
2024-staff-p-169,2024-staff-5-7-4,라. 외부 시설 출장 및 답사 지원,라. 외부 시설 출장 및 답사 지원,title,1.000
2024-staff-p-170,2024-staff-5-8-1,가. 집합연수,청각장애인교원 지원 방안 가. 집합연수,title+containment,0.944
2024-staff-p-171,2024-staff-5-8-2,나. 원격 연수,나. 원격 연수,title+containment,1.000
2024-staff-p-174,2024-staff-5-9-1,가. 청각적 정보 전달,가. 청각적 정보 전달,title,0.922
2024-staff-p-175,2024-staff-5-9-2,나. 학교 구성원간 상호작용 지원,나. 학교 구성원간 상호작용 지원,title,1.000
2024-staff-p-176,2024-staff-5-9-3,다. 지원인력의 역할 및 업무 이해 지원,다. 지원인력의 역할 및 업무 이해 지원,title,0.977
2024-staff-p-177,2024-staff-5-9-3,유의사항,다. 지원인력의 역할 및 업무 이해 지원,containment,0.992
2024-staff-p-178,2024-staff-app-1-x1,■ 총론적 의무 관련 법적 근거,□ 총론적 의무 관련 법적 근거,title,0.920
2024-staff-p-179,2024-staff-app-1-x2,장애인차별금지 및 권리구제 등에 관한 법률,□ 지원인력 및 보조공학기기 등 편의제공 관련 법적 근거,containment,0.927
2024-staff-p-181,2024-staff-app-1-x4,장애인차별금지 및 권리구제 등에 관한 법률,□ 정보 접근성 관련 법적 근거,containment,0.963
2024-staff-p-182,2024-staff-app-2,"① 보기(읽기), 쓰기 지원 보조공학기기",<부록2> 보조기기의 종류별 사용법 및 관리법,containment,0.730
2024-staff-p-183,2024-staff-app-2,- 특수 마우스,<부록2> 보조기기의 종류별 사용법 및 관리법,containment,0.714
2024-staff-p-184,2024-staff-app-2,- 수동 휠체어,<부록2> 보조기기의 종류별 사용법 및 관리법,containment,0.683
2024-staff-p-185,,장애인교원 지원인력 직무 수행 안내자료,,unmatched,0.231
2024-staff-q-a,2024-staff-4-1-3,Q & A,다. 교실 환경 조성,containment,0.911
